acetato de medroxiprogesterona		5f19760535b91|-	sementity/class=instance@type=Top>CancerDetection
acetato de megestrol		5f197616b9e8e|-	sementity/class=instance@type=Top>CancerTreatment
acetato de tetradecanoilforbol		5f197626308b4|-	sementity/class=instance@type=Top>CancerTreatment
acetil L-carnitina		5f197683ec49b|-	sementity/class=instance@type=Top>CancerTreatment
acidosis metabólica		5f1976c104506|-	sementity/class=instance@type=Top>Disease
acidosis renal tubular		5f1976d897801|-	sementity/class=instance@type=Top>Disease
acitretina		5f1976e76d6ac|-	sementity/class=instance@type=Top>Disease
aclorhidria		5f1976fe5779f|-	sementity/class=instance@type=Top>Disease
ACN53		5f19770e55f8d|-	sementity/class=instance@type=Top>CancerTreatment
acné		5f197717c983d|-	sementity/class=instance@type=Top>Disease
acridina carboxamida		5f197730b820e|-	sementity/class=instance@type=Top>CancerTreatment
Actinex		5f19784a6e777|-	sementity/class=instance@type=Top>CancerTreatment
actinomicina D		5f197859aa642|-	sementity/class=instance@type=Top>CancerTreatment
activador del plasminógeno tisular recombinado		5f19787be7bc0|-	sementity/class=instance@type=Top>CancerTreatment
activador del plasminógeno tisular		5f19789280989|-	sementity/class=instance@type=Top>CancerTreatment
actividad mitótica		5f1978b5c7690|-	sementity/class=instance@type=Top>CancerDetection
ACV		5f1978e7b2594|-	sementity/class=instance@type=Top>Disease
AD 32		5f197a3837268|-	sementity/class=instance@type=Top>CancerTreatment
ADB		5f197a557ddc4|-	sementity/class=instance@type=Top>Disease
ADC		5f197a711e1d6|-	sementity/class=instance@type=Top>CancerTreatment
Adcetris		5f197a8d2e3e2|-	sementity/class=instance@type=Top>CancerTreatment
ADE		5f197aa7ca290|-	sementity/class=instance@type=Top>CancerTreatment
adenocarcinoma de células claras		5f197acac7140|-	sementity/class=instance@type=Top>Cancer
adenocarcinoma de células renales		5f197cb2cacf1|-	sementity/class=instance@type=Top>Cancer
adenocarcinoma de cuello uterino		5f197cd079427|-	sementity/class=instance@type=Top>Cancer
adenocarcinoma de esófago en estadio I		5f197cdf863a8|-	sementity/class=instance@type=Top>Cancer
adenocarcinoma de esófago en estadio II		5f197cf132ea7|-	sementity/class=instance@type=Top>Cancer
adenocarcinoma de esófago en estadio III		5f197d038d8c3|-	sementity/class=instance@type=Top>Cancer
adenocarcinoma de esófago en estadio IV		5f197d0e18a4d|-	sementity/class=instance@type=Top>Cancer
adenocarcinoma in situ		5f197d2b4acc8|-	sementity/class=instance@type=Top>CancerDetection
adenoma bronquial		5f197d6d38631|-	sementity/class=instance@type=Top>Cancer
adenoma tubulovelloso		5f1983c5974d9|-	sementity/class=instance@type=Top>Cancer
adenoma velloso		5f1983d3e7aa7|-	sementity/class=instance@type=Top>Cancer
adenomatosis endocrina múltiple de tipo 2		5f1984be478f5|-	sementity/class=instance@type=Top>Disease
adenomatosis endocrina múltiple		5f1984df41966|-	sementity/class=instance@type=Top>Disease
adenomatosis endocrina múltiple de tipo 2A		5f1984ef1ae5f|-	sementity/class=instance@type=Top>Disease
adenomatosis endocrina múltiple de tipo 2B		5f1984f994f7c|-	sementity/class=instance@type=Top>Disease
adenopatía		5f198512a7053|-	sementity/class=instance@type=Top>Disease
adenosis		5f1985397f551|-	sementity/class=instance@type=Top>Disease
adenosis esclerosante		5f1985552f485|-	sementity/class=instance@type=Top>Disease
adenovirus		5f198565909ce|-	sementity/class=instance@type=Top>Disease
ADI-PEG 20		5f198579f108a|-	sementity/class=instance@type=Top>CancerTreatment
ado-trastuzumab emtansina		5f19859a02fad|-	sementity/class=instance@type=Top>CancerTreatment
adrenalina		5f1985e1232a4|-	sementity/class=instance@type=Top>BioMarker
adrenocortical		5f1985f518a05|-	sementity/class=instance@type=Top>BodyPart
AdreView		5f19860c14495|-	sementity/class=instance@type=Top>CancerDetection
Adriamicina PFS		5f198671bdffd|-	sementity/class=instance@type=Top>CancerTreatment
Adriamicina RDF		5f19868120d2e|-	sementity/class=instance@type=Top>CancerTreatment
Advil		5f198709c019c|-	sementity/class=instance@type=Top>Drug
adyuvante inmunitario		5f198720a6001|-	sementity/class=instance@type=Top>Drug
adyuvante inmunológico		5f198733dd9b9|-	sementity/class=instance@type=Top>Drug
AE-941		5f1987419c9e7|-	sementity/class=instance@type=Top>CancerTreatment
AEE788		5f19874f3e973|-	sementity/class=instance@type=Top>CancerTreatment
AEG35156		5f19875f08d92|-	sementity/class=instance@type=Top>CancerTreatment
aerosol intrapleural de Sclerosol		5f1987844b54c|-	sementity/class=instance@type=Top>CancerTreatment
aerosol sublingual de fentanilo		5f1987951185e|-	sementity/class=instance@type=Top>CancerTreatment
AET		5f1987aeb43d0|-	sementity/class=instance@type=Top>MedicalTest
afección autoinmunitaria		5f1987c2c11fc|-	sementity/class=instance@type=Top>Disease
aféresis		5f1987d891513|-	sementity/class=instance@type=Top>MedicalTest
Afinitor		5f1987fcbe91a|-	sementity/class=instance@type=Top>CancerTreatment
Afinitor Disperz		5f1988153cc0c|-	sementity/class=instance@type=Top>CancerTreatment
aflatoxina		5f19882a383c0|-	sementity/class=instance@type=Top>CancerDetection
AFP		5f1988411965b|-	sementity/class=instance@type=Top>CancerDetection
AFP464		5f1989027e369|-	sementity/class=instance@type=Top>CancerTreatment
AG-013736		5f19892108615|-	sementity/class=instance@type=Top>CancerTreatment
AG014699		5f198937c5ed1|-	sementity/class=instance@type=Top>CancerTreatment
AG2037		5f198949a0418|-	sementity/class=instance@type=Top>CancerTreatment
AG3340		5f1989576d146|-	sementity/class=instance@type=Top>CancerTreatment
AG337		5f1989681d76f|-	sementity/class=instance@type=Top>CancerTreatment
AGC		5f198977527dc|-	sementity/class=instance@type=Top>CancerDetection
agonista		5f1989941f266|-	sementity/class=instance@type=Top>Drug
agonista de la hormona liberadora de gonadotropina		5f1989ce2a5b6|-	sementity/class=instance@type=Top>Drug
agonista de la HLG		5f1989dd5a8b5|-	sementity/class=instance@type=Top>Drug
agonista de la hormona liberadora de hormona luteinizante		5f1989f79f1ff|-	sementity/class=instance@type=Top>Drug
agonista de LHRH		5f198a0cdb8fa|-	sementity/class=instance@type=Top>Drug
agranulocitosis		5f198a6b8887b|-	sementity/class=instance@type=Top>Disease
AHC		5f198a9624f9e|-	sementity/class=instance@type=Top>CancerDetection
aHLGn		5f198aaa39764|-	sementity/class=instance@type=Top>Drug
AHSA		5f198aca38b37|-	sementity/class=instance@type=Top>CancerTreatment
AIF		5f198ae8ad180|-	sementity/class=instance@type=Top>Drug
AINE		5f198af5a770d|-	sementity/class=instance@type=Top>Drug
AIS		5f198b02ae61d|-	sementity/class=instance@type=Top>Disease
Akynzeo		5f198b238e7f5|-	sementity/class=instance@type=Top>Drug
Akt		5f198b3e5a108|-	sementity/class=instance@type=Top>BioMarker
alanina aminopeptidasa		5f198b5ca65a4|-	sementity/class=instance@type=Top>BioMarker
alanina transferasa		5f198b6b2f473|-	sementity/class=instance@type=Top>CancerDetection
alaninato de brivanib		5f198b7fc6391|-	sementity/class=instance@type=Top>CancerTreatment
alanosina		5f198bf757c3e|-	sementity/class=instance@type=Top>CancerTreatment
albinismo		5f198c1d611eb|-	sementity/class=instance@type=Top>Disease
albinismo oculocutáneo		5f198c2b37f05|-	sementity/class=instance@type=Top>Disease
alcaloide de vinca		5f198c46081df|-	sementity/class=instance@type=Top>CancerTreatment
alcoholismo		5f198c66d4bcc|-	sementity/class=instance@type=Top>Disease
Aldara		5f198c79e3719|-	sementity/class=instance@type=Top>CancerTreatment
aldesleucina		5f198f202cf46|-	sementity/class=instance@type=Top>CancerTreatment
Alecensa		5f198f40137b8|-	sementity/class=instance@type=Top>CancerTreatment
alectinib		5f198f4c89106|-	sementity/class=instance@type=Top>CancerTreatment
alefacept		5f198f5f316fc|-	sementity/class=instance@type=Top>CancerTreatment
alemtuzumab		5f198f6cc7345|-	sementity/class=instance@type=Top>Cancer
alendronato sódico		5f198f7e0c24b|-	sementity/class=instance@type=Top>CancerTreatment
alfatocoferol		5f198fac71143|-	sementity/class=instance@type=Top>CancerTreatment
Alimta		5f198fcb8fb0f|-	sementity/class=instance@type=Top>CancerTreatment
Aliqopa		5f198fe54a062|-	sementity/class=instance@type=Top>CancerTreatment
Alkeran		5f198ff83a156|-	sementity/class=instance@type=Top>CancerTreatment
Allovectin-7		5f19900c9d0b8|-	sementity/class=instance@type=Top>CancerTreatment
Aloxi		5f19902cb6ada|-	sementity/class=instance@type=Top>CancerTreatment
alpelisib		5f19903a778ac|-	sementity/class=instance@type=Top>CancerTreatment
altretamina		5f1990be342bf|-	sementity/class=instance@type=Top>CancerTreatment
Alunbrig		5f1990fb118c8|-	sementity/class=instance@type=Top>CancerTreatment
alvocidib		5f19910f32e71|-	sementity/class=instance@type=Top>CancerTreatment
amatuximab		5f199127bbc3a|-	sementity/class=instance@type=Top>CancerTreatment
AMD 3100		5f19913ed7881|-	sementity/class=instance@type=Top>CancerTreatment
ametopterina		5f199161b224c|-	sementity/class=instance@type=Top>CancerDetection
Amevive		5f1991a071956|-	sementity/class=instance@type=Top>CancerTreatment
AMG 102		5f1991b2aa16a|-	sementity/class=instance@type=Top>CancerTreatment
AMG 162		5f1991be10658|-	sementity/class=instance@type=Top>CancerTreatment
AMG 531		5f1991cedc67e|-	sementity/class=instance@type=Top>CancerTreatment
AMG 706		5f1991de55c6c|-	sementity/class=instance@type=Top>CancerTreatment
AMH		5f1991ee84658|-	sementity/class=instance@type=Top>BioMarker
amianto		5f19920184a51|-	sementity/class=instance@type=Top>CancerDetection
amifostina		5f19920ea4007|-	sementity/class=instance@type=Top>CancerTreatment
amígdala		5f19921d7e9c1|-	sementity/class=instance@type=Top>BodyPart
amikacina		5f19922d1e85e|-	sementity/class=instance@type=Top>Drug
amiloidosis		5f199240d26c1|-	sementity/class=instance@type=Top>Disease
aminocamptotecina		5f199253369d6|-	sementity/class=instance@type=Top>CancerTreatment
aminoglutetimida		5f19926292db2|-	sementity/class=instance@type=Top>CancerTreatment
aminopterina		5f199275ea4f2|-	sementity/class=instance@type=Top>CancerTreatment
amonafida		5f19928777a4f|-	sementity/class=instance@type=Top>CancerTreatment
amoxicilina		5f19929aa2dfa|-	sementity/class=instance@type=Top>Drug
Amplimexon		5f1992b472bfa|-	sementity/class=instance@type=Top>CancerTreatment
ampolla		5f1992c7abcc5|-	sementity/class=instance@type=Top>Disease
ampolla cutánea		5f1992d5af2cf|-	sementity/class=instance@type=Top>Disease
amrubicina		5f1993062ca1e|-	sementity/class=instance@type=Top>CancerTreatment
amsacrina		5f19931535a67|-	sementity/class=instance@type=Top>CancerTreatment
amuvatinib		5f19932973375|-	sementity/class=instance@type=Top>CancerTreatment
anagrelida		5f1993370b720|-	sementity/class=instance@type=Top>Drug
anakinra		5f19934d13ff7|-	sementity/class=instance@type=Top>Drug
anal		5f19935495534|-	sementity/class=instance@type=Top>BodyPart
analgésico		5f19936692e08|-	sementity/class=instance@type=Top>Drug
análisis		5f19937c48aca|-	sementity/class=instance@type=Top>MedicalTest
análisis bioquímico de la sangre		5f199392ac26f|-	sementity/class=instance@type=Top>MedicalTest
análisis citogenético		5f19945454d84|-	sementity/class=instance@type=Top>MedicalTest
análisis de 21 genes		5f1994645771a|-	sementity/class=instance@type=Top>MedicalTest
análisis de cáncer de mama Oncotype DX		5f1994804e4f2|-	sementity/class=instance@type=Top>CancerDetection
análisis de orina		5f19949cbe8fe|-	sementity/class=instance@type=Top>MedicalTest
análisis de sangre		5f1994aee8f2a|-	sementity/class=instance@type=Top>MedicalTest
análisis de sangre oculta en la materia fecal mediante inmunoensayo		5f1994bb747f9|-	sementity/class=instance@type=Top>MedicalTest
análisis digital de imágene		5f1994d608bd5|-	sementity/class=instance@type=Top>MedicalTest
análisis genético		5f1994e6c1aba|-	sementity/class=instance@type=Top>MedicalTest
análisis histológico		5f1994f7d611c|-	sementity/class=instance@type=Top>MedicalTest
análogo de la camptotecina		5f199509ced40|-	sementity/class=instance@type=Top>CancerTreatment
análogo de la geldanamicina		5f19951fa86b2|-	sementity/class=instance@type=Top>Drug
análogo de la rebecamicina		5f1995465578c|-	sementity/class=instance@type=Top>CancerTreatment
análogo de nucleósido de purina		5f199554eab7f|-	sementity/class=instance@type=Top>CancerTreatment
anamicina		5f1995674cffd|-	sementity/class=instance@type=Top>CancerTreatment
anastrozol		5f1995b979325|-	sementity/class=instance@type=Top>CancerTreatment
ANDG		5f19960d47124|-	sementity/class=instance@type=Top>CancerTreatment
anemia		5f19962b30210|-	sementity/class=instance@type=Top>Disease
androblastoma		5f19963eafe90|-	sementity/class=instance@type=Top>Cancer
andrógeno		5f19964fed85a|-	sementity/class=instance@type=Top>BioMarker
androstanolona		5f199664d9f47|-	sementity/class=instance@type=Top>BioMarker
anemia aplásica		5f19967be5d2e|-	sementity/class=instance@type=Top>Disease
análisis de 70 genes		5f19947315426|-	sementity/class=instance@type=Top>Disease
anemia de Blackfan–Diamond		5f199780452a7|-	sementity/class=instance@type=Top>Disease
anemia de células falciformes		5f199791db5ea|-	sementity/class=instance@type=Top>Disease
anemia de Diamond-Blackfan		5f1997a32661d|-	sementity/class=instance@type=Top>Disease
anemia de Fanconi		5f1997b08b22c|-	sementity/class=instance@type=Top>Disease
anemia hemolítica autoinmunitaria		5f1997bcd0c4f|-	sementity/class=instance@type=Top>Disease
anemia hemolítica inmunitaria		5f1997cd8cd56|-	sementity/class=instance@type=Top>Disease
anemia hemolítica inmunitaria compleja		5f1997d9bd0bd|-	sementity/class=instance@type=Top>Disease
anemia hipoplásica congénita		5f1997e4ade18|-	sementity/class=instance@type=Top>Disease
anemia perniciosa		5f1997f2315cb|-	sementity/class=instance@type=Top>Disease
Angiocept		5f199809c2500|-	sementity/class=instance@type=Top>CancerTreatment
angioendotelioma papilar intralinfático		5f1998183242e|-	sementity/class=instance@type=Top>Cancer
angiofibroma		5f19987537156|-	sementity/class=instance@type=Top>BenignTumor
angiofibroma nasofaríngeo juvenil		5f199883ecd2c|-	sementity/class=instance@type=Top>BenignTumor
angiogénesis		5f199897c29f5|-	sementity/class=instance@type=Top>CancerDetection
angiografía		5f1998a46c70f|-	sementity/class=instance@type=Top>MedicalTest
angiografía con fluoresceína		5f1998afa7622|-	sementity/class=instance@type=Top>MedicalTest
angiografía con resonancia magnética		5f1998c2271b8|-	sementity/class=instance@type=Top>MedicalTest
angiografía con TC		5f1998cf22c3a|-	sementity/class=instance@type=Top>MedicalTest
angiografía por tomografia computarizada		5f1998dc146f3|-	sementity/class=instance@type=Top>MedicalTest
angiograma		5f1998ec5d52b|-	sementity/class=instance@type=Top>MedicalTest
angiomiolipoma		5f1998f72613c|-	sementity/class=instance@type=Top>BenignTumor
angiosarcoma		5f19990fda03e|-	sementity/class=instance@type=Top>Cancer
angiostatina		5f1999205b5ad|-	sementity/class=instance@type=Top>CancerTreatment
angiotensina terapéutica-(1-7)		5f199931791cb|-	sementity/class=instance@type=Top>CancerTreatment
Angiozyme		5f199940cc9ea|-	sementity/class=instance@type=Top>CancerTreatment
anhidrosis		5f199952dbed0|-	sementity/class=instance@type=Top>Disease
anhidrovinblastina		5f19995d82651|-	sementity/class=instance@type=Top>CancerTreatment
anidulafungina		5f19997081ef4|-	sementity/class=instance@type=Top>Drug
anillo de Waldeyer		5f1999abe4a18|-	sementity/class=instance@type=Top>BodyPart
ano		5f1999f7e8262|-	sementity/class=instance@type=Top>BodyPart
anorexia		5f199a0c3ea5f|-	sementity/class=instance@type=Top>Disease
ansamicina		5f199a1b53333|-	sementity/class=instance@type=Top>CancerTreatment
ansiolítico		5f199a2dd6d79|-	sementity/class=instance@type=Top>Drug
anti-IGF1R anticuerpo monoclonal recombinado MK-0646		5f199a6149933|-	sementity/class=instance@type=Top>CancerTreatment
anti-TRAIL R1-mAb		5f199a6e29cd6|-	sementity/class=instance@type=Top>CancerTreatment
antibiótico		5f199a82e9eac|-	sementity/class=instance@type=Top>Drug
antibacteriano		5f199a942314e|-	sementity/class=instance@type=Top>Drug
antibiótico antineoplásico		5f199aabf173f|-	sementity/class=instance@type=Top>CancerTreatment
antibiótico antitumoral		5f199ab9ed525|-	sementity/class=instance@type=Top>CancerTreatment
antibiótico contra el cáncer		5f199ac5e94b0|-	sementity/class=instance@type=Top>CancerTreatment
anticancerígeno		5f199ad5a64e5|-	sementity/class=instance@type=Top>CancerTreatment
anticaquexia		5f199ae4341e2|-	sementity/class=instance@type=Top>Drug
anticoagulante		5f199af17bee3|-	sementity/class=instance@type=Top>Drug
anticonvulsivo		5f199b02a270e|-	sementity/class=instance@type=Top>Drug
anticuerpo anti-ACE		5f199b12de5cf|-	sementity/class=instance@type=Top>CancerDetection
anticuerpo monoclonal 170 2IT-BAD		5f199b810e0a0|-	sementity/class=instance@type=Top>CancerTreatment
anticuerpo monoclonal AMG 102 anti-FCH		5f199b8e4a155|-	sementity/class=instance@type=Top>CancerTreatment
anticuerpo monoclonal anti-CD38		5f199b9f0c1ab|-	sementity/class=instance@type=Top>CancerTreatment
anticuerpo monoclonal anti-CD45		5f199baddbf4d|-	sementity/class=instance@type=Top>CancerTreatment
anticuerpo monoclonal anti-VEGFR		5f199bbae6db9|-	sementity/class=instance@type=Top>CancerTreatment
anticuerpo monoclonal B3		5f199bda1770a|-	sementity/class=instance@type=Top>CancerTreatment
anticuerpo monoclonal Ch14.18		5f199bef9d490|-	sementity/class=instance@type=Top>CancerTreatment
anticuerpo monoclonal GC1008 anti FCT beta		5f199c6499107|-	sementity/class=instance@type=Top>CancerTreatment
anticuerpo monoclonal humanizado huC242 conjugado con maitansinoide DM4		5f199c7536e1a|-	sementity/class=instance@type=Top>CancerTreatment
anticuerpo monoclonal humano MEDI-522		5f199c9019c0c|-	sementity/class=instance@type=Top>CancerTreatment
anticuerpo monoclonal HumM195		5f199c99996e9|-	sementity/class=instance@type=Top>CancerTreatment
anticuerpo monoclonal MLN1202 anti-CCR		5f199cab865af|-	sementity/class=instance@type=Top>CancerTreatment
anticuerpo monoclonal MORAb-009 antimesotelina		5f199cc3141b3|-	sementity/class=instance@type=Top>CancerTreatment
anticuerpo monoclonal quimérico anti-IL-6		5f199cd7a3ed6|-	sementity/class=instance@type=Top>CancerTreatment
anticuerpo monoclonal quimérico anti-IL-6		5f199ce371bf1|-	sementity/class=instance@type=Top>CancerTreatment
antidepresivo		5f199cf8996e9|-	sementity/class=instance@type=Top>Drug
antidiarreico		5f199d0a2e002|-	sementity/class=instance@type=Top>Drug
antiemético		5f199d1a2b794|-	sementity/class=instance@type=Top>Drug
antiepiléptico		5f199d28e2824|-	sementity/class=instance@type=Top>Drug
antifibrinolítico		5f199d3ad27a9|-	sementity/class=instance@type=Top>Drug
antifolato		5f199d4d4cc2d|-	sementity/class=instance@type=Top>Drug
antifúngico		5f199d5d071ff|-	sementity/class=instance@type=Top>Drug
antígeno carcinoembrionario		5f199d6f4ecf2|-	sementity/class=instance@type=Top>CancerDetection
antígeno CD20		5f199d7fc0994|-	sementity/class=instance@type=Top>CancerDetection
antígeno de melanoma reconocido por células T 1		5f199d95f1a97|-	sementity/class=instance@type=Top>CancerDetection
antígeno del cáncer 125		5f199da718e7f|-	sementity/class=instance@type=Top>CancerDetection
antígeno leucocitario humano		5f199dc93cf05|-	sementity/class=instance@type=Top>BioMarker
antígeno linfocitario humano		5f199ddcbd07c|-	sementity/class=instance@type=Top>BioMarker
antígeno MAGE-3		5f199e336d151|-	sementity/class=instance@type=Top>CancerDetection
antígeno MART-1		5f199e44d3b6a|-	sementity/class=instance@type=Top>CancerDetection
antígeno NR-LU-10		5f199e587348c|-	sementity/class=instance@type=Top>CancerDetection
antígeno prostático específico		5f199e711c6c0|-	sementity/class=instance@type=Top>CancerDetection
antígeno TAG-72		5f199e806ddc8|-	sementity/class=instance@type=Top>CancerDetection
antígeno tumoral específico		5f199e9086fc2|-	sementity/class=instance@type=Top>CancerDetection
antihipertensor		5f199ea3b5715|-	sementity/class=instance@type=Top>Drug
antihistamínico		5f199eb2785be|-	sementity/class=instance@type=Top>Drug
antiinflamatorio		5f199ec346b03|-	sementity/class=instance@type=Top>Drug
antimetabolito		5f199ed0d0de7|-	sementity/class=instance@type=Top>Drug
antimicrobiano		5f199ee454c60|-	sementity/class=instance@type=Top>Drug
antimicrotúbulo		5f199eeeae739|-	sementity/class=instance@type=Top>Drug
antimitótico		5f199efc7731d|-	sementity/class=instance@type=Top>CancerTreatment
antineoplásico		5f199f0a94b7a|-	sementity/class=instance@type=Top>CancerTreatment
antineoplastón		5f199f18e0e47|-	sementity/class=instance@type=Top>CancerTreatment
antiparasitario		5f199f2917bc0|-	sementity/class=instance@type=Top>Drug
antitumoral		5f199f386608f|-	sementity/class=instance@type=Top>CancerTreatment
antivírico		5f199f4e3cc50|-	sementity/class=instance@type=Top>Drug
antracenodiona		5f199f6087305|-	sementity/class=instance@type=Top>CancerTreatment
antraquinona		5f199f71eed5a|-	sementity/class=instance@type=Top>CancerTreatment
AP23573		5f199f8aa07e3|-	sementity/class=instance@type=Top>CancerTreatment
AP5346		5f199f9e4b4a9|-	sementity/class=instance@type=Top>CancerTreatment
apalutamida		5f199faf0aede|-	sementity/class=instance@type=Top>CancerTreatment
aparato de Golgi		5f199fbfec093|-	sementity/class=instance@type=Top>BodyPart
aparato digestivo		5f199fd5c428b|-	sementity/class=instance@type=Top>BodyPart
aparato reproductor		5f199fe454776|-	sementity/class=instance@type=Top>BodyPart
aparato respiratorio		5f199ff72500e|-	sementity/class=instance@type=Top>BodyPart
aparato urinario		5f19a00c23cdd|-	sementity/class=instance@type=Top>BodyPart
APC8015		5f19a01c56c10|-	sementity/class=instance@type=Top>CancerTreatment
APC8015F		5f19a02d2e1c3|-	sementity/class=instance@type=Top>CancerTreatment
APCR		5f19a03c6bc28|-	sementity/class=instance@type=Top>Disease
apéndice		5f19a0492542d|-	sementity/class=instance@type=Top>BodyPart
Apidra		5f19a0594eadc|-	sementity/class=instance@type=Top>Drug
aplasia pura de células rojas		5f19a06e833c0|-	sementity/class=instance@type=Top>Disease
aplidina		5f19a08d5324b|-	sementity/class=instance@type=Top>CancerTreatment
apnea del sueño		5f19a09f36837|-	sementity/class=instance@type=Top>Disease
apolizumab		5f19a0ba61673|-	sementity/class=instance@type=Top>CancerTreatment
apoptosis		5f19a0c80423b|-	sementity/class=instance@type=Top>CancerDetection
Aptivus		5f19a0f0ec7ef|-	sementity/class=instance@type=Top>Drug
ARA-C		5f19a10550589|-	sementity/class=instance@type=Top>CancerTreatment
Aredia		5f19a1477c226|-	sementity/class=instance@type=Top>Drug
aréola		5f19a15615ae3|-	sementity/class=instance@type=Top>BodyPart
Arimidex		5f19a1a29a450|-	sementity/class=instance@type=Top>CancerTreatment
Arixtra		5f19a1c2091bf|-	sementity/class=instance@type=Top>Drug
Aromasin		5f19a1dd12605|-	sementity/class=instance@type=Top>CancerTreatment
Arranon		5f19a1f8ef18d|-	sementity/class=instance@type=Top>CancerDetection
arrenoblastoma		5f19a2078ae2d|-	sementity/class=instance@type=Top>Cancer
Arzerra		5f19a22568e68|-	sementity/class=instance@type=Top>CancerTreatment
asbestosis		5f19a242ae72f|-	sementity/class=instance@type=Top>Disease
ASC-H		5f19a25253909|-	sementity/class=instance@type=Top>CancerDetection
ASC-US		5f19a2611ef1b|-	sementity/class=instance@type=Top>CancerDetection
ASCG		5f19a26d0ed2f|-	sementity/class=instance@type=Top>BenignTumor
ascitis maligna		5f19a282984a2|-	sementity/class=instance@type=Top>CancerDetection
ASCUS		5f19a292b1470|-	sementity/class=instance@type=Top>CancerDetection
